year,km_driven,fuel,seller_type,transmission,owner,engine,max_power,seats,mileage_value,mileage_unit,selling_price
2017,30000,Diesel,Individual,Manual,1,1198,77.0,6,25.32,kmpl,400000
2014,90000,Diesel,Individual,Manual,2,1248,74.0,5,22.9,kmpl,390000
2011,110000,Petrol,Individual,Manual,4,796,46.3,5,19.7,kmpl,122000
2016,70000,Diesel,Individual,Manual,1,1997,120.0,7,15.4,kmpl,741000
2012,40000,Diesel,Individual,Manual,2,1396,90.0,5,23.0,kmpl,330000
2010,166000,Diesel,Individual,Manual,3,2179,120.0,8,12.05,kmpl,300000
2011,100000,Petrol,Individual,Manual,3,1197,78.9,5,20.36,kmpl,215000
2009,75000,Petrol,Individual,Manual,3,1061,67.0,5,18.9,kmpl,150000
2013,42130,Petrol,Individual,Manual,1,814,55.2,5,21.1,kmpl,250000
2010,53000,Petrol,Individual,Manual,2,1197,85.8,5,21.1,kmpl,180000
2006,106000,Petrol,Individual,Manual,2,993,60.0,5,17.3,kmpl,150000
2005,96000,Petrol,Individual,Manual,2,1794,125.0,5,13.4,kmpl,275000
2019,10000,Petrol,Individual,Manual,1,1197,81.8,5,21.01,kmpl,556000
2016,37000,Petrol,Individual,Manual,1,1197,83.14,5,20.85,kmpl,550000
2018,20000,Diesel,Individual,Automatic,1,2179,138.0,7,16.0,kmpl,1500000
2017,35000,Petrol,Individual,Manual,1,1197,78.9,5,17.71,kmpl,549000
2016,50000,Petrol,Individual,Manual,1,1197,81.83,5,18.6,kmpl,630000
2020,5000,Diesel,Individual,Manual,1,2523,70.0,2,0.0,kmpl,679000
2011,85000,Petrol,Individual,Manual,1,1248,82.0,5,18.9,kmpl,320000
2017,47000,Diesel,Individual,Manual,2,1582,126.2,5,19.67,kmpl,1125000
2017,71000,Diesel,Individual,Manual,1,1248,74.0,5,27.39,kmpl,680000
2017,50000,Diesel,Individual,Manual,1,1498,97.9,5,25.6,kmpl,1050000
2015,57000,Diesel,Individual,Manual,1,1248,88.7,5,23.0,kmpl,450000
2010,43000,Petrol,Individual,Manual,1,998,67.1,5,18.9,kmpl,210000
2014,60000,Diesel,Individual,Manual,1,1248,74.0,5,23.4,kmpl,470000
2014,60000,Petrol,Individual,Manual,1,1197,85.8,5,19.1,kmpl,470000
2015,40000,Diesel,Individual,Manual,1,1396,88.73,5,22.54,kmpl,550000
2011,60000,Petrol,Individual,Manual,1,998,66.1,5,19.0,kmpl,204999
2015,30000,Petrol,Individual,Automatic,1,1497,117.3,5,18.0,kmpl,950000
2015,160000,Diesel,Individual,Manual,2,1396,88.73,5,22.54,kmpl,550000
2007,147500,Diesel,Individual,Manual,2,2494,102.0,7,12.8,kmpl,270000
2013,90000,Diesel,Individual,Manual,3,1199,73.9,5,22.07,kmpl,280000
2015,70000,Diesel,Individual,Manual,2,1248,88.5,5,28.09,kmpl,630000
2007,70000,Petrol,Individual,Manual,1,1497,78.0,5,17.7,kmpl,220000
2014,120000,Diesel,Individual,Manual,1,2489,93.7,7,14.95,kmpl,320000
2013,75000,Petrol,Individual,Manual,2,814,55.2,5,21.1,kmpl,225000
2010,85000,Petrol,Individual,Manual,2,1497,118.0,5,17.0,kmpl,380000
2012,70000,Diesel,Individual,Manual,3,1248,73.9,5,19.3,kmpl,380000
2017,29000,Diesel,Individual,Manual,1,1498,108.495,5,22.0,kmpl,600000
2014,40000,Diesel,Individual,Manual,2,2499,141.0,7,13.1,kmpl,620000
2012,90000,Diesel,Individual,Automatic,1,1582,126.32,5,19.08,kmpl,500000
2015,40000,Diesel,Individual,Automatic,1,1493,100.0,7,18.49,kmpl,700000
2015,138000,Diesel,Individual,Manual,1,1498,98.59,5,22.77,kmpl,550000
2016,70000,Diesel,Individual,Manual,1,1248,74.0,5,25.2,kmpl,600000
2019,30000,Petrol,Individual,Manual,2,999,75.0,5,19.44,kmpl,550000
2013,125000,Diesel,Individual,Manual,3,1582,126.3,5,22.32,kmpl,475000
2015,120000,Diesel,Individual,Manual,2,1498,98.6,5,26.0,kmpl,615000
2013,180000,Diesel,Individual,Manual,2,1248,74.0,5,23.4,kmpl,385000
2015,20000,Petrol,Individual,Manual,1,1193,88.7,5,17.57,kmpl,500000
2012,80000,Diesel,Individual,Manual,1,1461,83.8,5,19.87,kmpl,450000
2014,110000,Diesel,Individual,Manual,2,2494,100.6,7,12.99,kmpl,969999
2013,80000,Diesel,Individual,Manual,2,1582,126.32,5,22.32,kmpl,580000
2017,40000,Diesel,Individual,Manual,1,1364,67.05,5,23.59,kmpl,550000
2018,30000,Petrol,Individual,Manual,1,1199,88.7,5,17.5,kmpl,780000
2014,80000,Diesel,Individual,Manual,1,1498,89.75,5,25.01,kmpl,500000
2011,140000,Diesel,Individual,Manual,2,1968,108.5,5,20.0,kmpl,270000
2017,25000,Petrol,Individual,Manual,1,998,67.05,5,23.95,kmpl,335000
2017,20000,Diesel,Individual,Manual,1,1248,74.02,5,28.4,kmpl,755000
2017,30000,Petrol,Individual,Manual,1,814,55.2,5,21.1,kmpl,340000
2009,80000,Petrol,Individual,Automatic,3,3498,272.0,5,10.93,kmpl,1000000
2018,46000,Diesel,Individual,Manual,1,1582,126.2,5,19.67,kmpl,1237000
2013,70000,Diesel,Individual,Manual,2,1199,73.9,5,22.07,kmpl,350000
2000,56194,Petrol,Individual,Manual,4,796,37.0,4,16.1,kmpl,31000
2018,40000,Petrol,Individual,Manual,1,1197,81.8,5,22.0,kmpl,695000
2015,40000,Petrol,Individual,Manual,1,796,47.3,5,22.74,kmpl,270000
2016,120000,Diesel,Individual,Manual,1,1248,88.5,7,24.52,kmpl,790000
2016,120000,Diesel,Individual,Manual,1,1248,74.0,5,25.2,kmpl,590000
2017,120000,Petrol,Individual,Automatic,1,1197,81.8,5,21.21,kmpl,635000
2015,110000,Diesel,Individual,Manual,2,2523,62.1,7,15.96,kmpl,540000
2012,67000,Diesel,Individual,Manual,2,1461,63.12,5,23.08,kmpl,265000
2014,50000,Diesel,Individual,Manual,1,1248,74.0,5,23.4,kmpl,600000
2012,100000,Diesel,Individual,Manual,2,1582,126.3,5,22.32,kmpl,409999
2015,80000,Diesel,Individual,Manual,2,1364,67.05,5,23.59,kmpl,525000
2011,50000,Diesel,Individual,Manual,1,1399,68.0,5,18.5,kmpl,150000
2007,70000,Petrol,Individual,Manual,3,1298,85.0,5,15.9,kmpl,55000
2011,70000,Petrol,Individual,Manual,2,796,35.0,5,14.0,kmpl,130000
2017,50000,Diesel,Individual,Manual,1,1248,88.5,5,24.3,kmpl,925000
2017,65000,Diesel,Individual,Manual,2,1461,83.8,7,21.04,kmpl,690000
2012,200000,Diesel,Individual,Manual,2,1248,88.76,7,20.77,kmpl,560000
2018,7500,Diesel,Individual,Manual,1,1248,88.5,5,28.09,kmpl,950000
2017,65000,Diesel,Individual,Manual,2,1461,83.8,7,21.04,kmpl,695000
2013,35000,Petrol,Individual,Manual,2,1197,85.8,5,18.6,kmpl,450000
2013,60000,Diesel,Individual,Automatic,1,2993,235.0,5,16.2,kmpl,2000000
2009,71000,Petrol,Individual,Manual,1,1197,85.0,5,16.1,kmpl,229999
2012,50000,Petrol,Individual,Manual,2,796,46.3,5,19.7,kmpl,200000
2008,80000,Diesel,Individual,Automatic,2,2143,170.0,5,14.84,kmpl,725000
2011,90000,Petrol,Individual,Manual,2,1198,75.0,5,18.06,kmpl,235000
2017,13000,Petrol,Individual,Manual,1,1197,81.83,5,18.6,kmpl,666000
2000,100000,Petrol,Individual,Manual,3,796,37.0,4,16.1,kmpl,65000
2004,80000,Petrol,Individual,Manual,3,1248,82.0,5,18.9,kmpl,85000
2018,30000,Diesel,Individual,Manual,1,1498,98.6,5,25.5,kmpl,834000
2012,120000,Diesel,Individual,Manual,1,2523,62.1,7,15.96,kmpl,430000
2010,120000,Diesel,Individual,Manual,2,1248,75.0,5,17.8,kmpl,360000
2014,70000,Petrol,Individual,Manual,1,814,55.2,5,21.1,kmpl,240000
2016,210000,Diesel,Individual,Manual,1,1248,74.0,5,25.2,kmpl,210000
2010,148000,Diesel,Individual,Manual,2,1396,69.0,5,19.09,kmpl,135000
2017,54188,Diesel,Individual,Manual,1,1493,100.0,7,18.49,kmpl,700000
2012,90000,Diesel,Individual,Manual,1,1598,103.5,5,20.5,kmpl,425000
2011,100000,Petrol,Individual,Manual,3,1199,79.4,5,18.6,kmpl,150000
2014,40000,Petrol,Individual,Manual,1,814,55.2,5,21.1,kmpl,215000
2014,35000,Petrol,Individual,Manual,1,1198,67.0,5,20.63,kmpl,225000
2017,20000,Petrol,Individual,Manual,1,999,67.0,5,23.01,kmpl,330000
2007,144000,LPG,Individual,Manual,2,796,32.8,5,10.9,km/kg,54000
2014,54043,Petrol,Dealer,Automatic,1,1197,81.86,5,18.9,kmpl,374000
2012,66657,Diesel,Dealer,Automatic,1,1582,126.32,5,22.32,kmpl,549000
2016,42000,Diesel,Individual,Manual,2,1405,69.01,5,19.09,kmpl,390000
2013,35582,Petrol,Dealer,Manual,1,1197,82.85,5,18.5,kmpl,455999
2013,54327,Petrol,Dealer,Automatic,2,1197,103.6,5,17.2,kmpl,453000
2016,7949,Petrol,Dealer,Manual,1,1198,73.75,5,17.0,kmpl,579000
2010,59734,Petrol,Dealer,Automatic,1,1197,78.9,5,16.95,kmpl,258000
2012,49185,Petrol,Dealer,Manual,1,1497,116.4,5,16.8,kmpl,428000
2011,56389,Petrol,Dealer,Manual,1,1197,78.9,5,20.36,kmpl,262000
2013,58245,Petrol,Dealer,Manual,1,1198,73.9,5,16.47,kmpl,389000
2015,36422,Petrol,Dealer,Manual,1,1198,75.0,5,18.44,kmpl,346000
2011,42535,Petrol,Dealer,Manual,1,1198,88.8,5,16.7,kmpl,339000
2011,40736,Petrol,Dealer,Automatic,1,1197,78.9,5,16.95,kmpl,272000
2012,56246,Petrol,Dealer,Manual,1,1197,85.8,5,18.6,kmpl,369000
2011,55403,Petrol,Dealer,Manual,1,1197,85.8,5,18.6,kmpl,277000
2018,30000,Petrol,Individual,Manual,1,1199,84.0,5,20.3,kmpl,535000
2015,67000,Petrol,Individual,Manual,1,998,67.05,5,23.95,kmpl,265000
2013,70000,Petrol,Individual,Manual,1,1591,121.3,5,17.01,kmpl,400000
2014,90000,Diesel,Individual,Manual,2,1120,70.0,5,24.0,kmpl,459999
2019,7500,Petrol,Individual,Manual,1,1197,81.86,5,18.6,kmpl,667000
2011,80000,Diesel,Individual,Manual,2,2179,138.1,7,11.57,kmpl,300000
2012,186000,Diesel,Individual,Manual,1,1396,70.0,5,23.57,kmpl,229999
2016,110000,Diesel,Individual,Manual,2,1396,69.0,5,25.0,kmpl,200000
2005,120000,Diesel,Individual,Manual,3,1399,68.0,5,17.8,kmpl,150000
2012,105358,Diesel,Individual,Manual,3,1399,67.0,5,17.8,kmpl,280000
2014,70000,Petrol,Individual,Manual,2,1197,81.83,5,18.6,kmpl,590000
2010,49200,Petrol,Individual,Manual,2,1086,68.05,5,19.81,kmpl,142000
2017,40000,Petrol,Individual,Manual,1,1497,117.6,5,17.4,kmpl,850000
2014,40000,Diesel,Individual,Manual,2,1498,98.6,7,24.2,kmpl,600000
2017,40000,Diesel,Individual,Manual,1,1493,100.0,7,18.49,kmpl,700000
2013,70000,Petrol,Individual,Manual,1,1199,79.4,5,18.6,kmpl,200000
2016,110000,Diesel,Individual,Manual,1,1582,126.2,5,19.67,kmpl,900000
2014,100000,Petrol,Individual,Manual,1,998,67.05,5,23.95,kmpl,220000
2018,10000,Petrol,Individual,Automatic,2,1197,81.86,5,18.9,kmpl,650000
2017,70000,Diesel,Individual,Automatic,1,2755,174.5,7,15.04,kmpl,3100000
2016,100600,Diesel,Individual,Manual,2,2393,147.8,8,13.68,kmpl,1500000
2012,50000,Diesel,Individual,Automatic,1,1995,184.0,5,16.09,kmpl,1800000
2014,136000,Diesel,Individual,Manual,1,2179,140.0,7,15.1,kmpl,800000
2017,48000,Diesel,Individual,Automatic,2,2143,136.0,5,17.9,kmpl,2100000
2010,110000,Diesel,Individual,Manual,3,1399,68.0,5,17.8,kmpl,250000
2012,86000,Diesel,Individual,Manual,1,1461,108.45,5,19.01,kmpl,550000
2009,141000,Petrol,Individual,Manual,2,796,46.3,5,19.7,kmpl,125000
2011,80000,Petrol,Individual,Manual,3,1497,118.0,5,17.0,kmpl,450000
2015,140000,Diesel,Individual,Manual,1,2179,140.0,7,16.0,kmpl,850000
2014,65000,Diesel,Individual,Manual,2,1248,74.0,5,23.4,kmpl,459999
2014,110000,Diesel,Individual,Manual,2,1248,74.0,5,23.4,kmpl,434999
2008,100000,Diesel,Individual,Manual,2,1405,70.0,5,17.0,kmpl,120000
2015,80000,Diesel,Individual,Manual,1,1248,74.0,5,25.2,kmpl,600000
2008,90000,Petrol,Individual,Manual,2,998,67.1,5,18.9,kmpl,135000
2016,35000,Diesel,Individual,Manual,1,1396,88.73,5,22.54,kmpl,780000
2008,195000,Petrol,Individual,Manual,2,796,46.3,5,19.7,kmpl,100000
2017,60000,Diesel,Individual,Manual,1,1396,88.73,5,22.54,kmpl,650000
2004,50000,Petrol,Individual,Manual,1,796,37.0,4,16.1,kmpl,50000
2012,100000,Diesel,Individual,Manual,2,1582,126.32,5,22.32,kmpl,425000
2015,70000,Diesel,Individual,Manual,1,1248,91.7,5,20.4,kmpl,500000
2017,30000,Diesel,Individual,Manual,1,1248,74.0,5,25.2,kmpl,590000
2016,27000,Petrol,Individual,Manual,1,998,67.04,5,23.1,kmpl,459999
2020,5000,Petrol,Individual,Manual,1,1197,81.8,5,21.21,kmpl,578000
2012,110000,Diesel,Individual,Manual,2,1248,88.76,7,20.77,kmpl,550000
2013,80000,Petrol,Individual,Manual,2,1497,116.3,5,16.8,kmpl,465000
2018,80000,Diesel,Individual,Manual,1,1493,70.0,7,16.5,kmpl,890000
2014,110000,Diesel,Individual,Manual,1,1461,65.0,5,20.8,kmpl,250000
2015,60000,Diesel,Individual,Manual,1,1248,74.0,5,26.59,kmpl,615000
2014,60000,Diesel,Individual,Manual,2,1248,88.8,7,20.77,kmpl,684000
2014,64000,Diesel,Individual,Manual,2,1248,88.8,7,20.77,kmpl,680000
2014,120000,Diesel,Individual,Manual,1,1461,83.8,5,20.45,kmpl,500000
2014,120000,Diesel,Individual,Manual,1,1461,83.8,5,20.45,kmpl,520000
2012,140000,Diesel,Individual,Manual,2,1248,82.0,5,20.0,kmpl,390000
2012,135000,Diesel,Individual,Manual,3,1248,82.0,5,20.0,kmpl,434999
2010,166000,Diesel,Individual,Manual,2,1248,82.0,5,20.0,kmpl,350000
2018,60000,Diesel,Individual,Manual,1,1498,98.63,5,24.4,kmpl,675000
2011,81500,Diesel,Individual,Automatic,2,2143,167.62,5,14.84,kmpl,1350000
2011,80000,Diesel,Individual,Automatic,1,2148,170.0,5,15.8,kmpl,1350000
2019,15000,Diesel,Individual,Manual,1,1497,115.0,5,20.0,kmpl,1200000
2011,60000,Diesel,Individual,Manual,1,1248,73.9,5,19.3,kmpl,265000
2016,40000,Petrol,Individual,Manual,2,1199,74.0,5,16.2,kmpl,395000
2016,40000,Petrol,Individual,Manual,2,1199,74.0,5,16.2,kmpl,385000
2009,70000,Petrol,Individual,Manual,2,1061,67.0,5,18.9,kmpl,142000
2009,35000,Petrol,Individual,Manual,1,1086,68.05,5,19.81,kmpl,160000
2012,50000,Diesel,Individual,Manual,3,1396,69.0,5,19.09,kmpl,180000
2019,3177,Petrol,Dealer,Manual,1,1194,94.93,5,18.5,kmpl,700000
2015,39414,Petrol,Dealer,Manual,1,1197,81.86,5,18.9,kmpl,400000
2012,30078,Petrol,Dealer,Manual,1,1396,70.0,5,15.3,kmpl,200000
2012,44588,Petrol,Dealer,Manual,1,814,55.2,5,21.1,kmpl,250000
2015,49907,Petrol,Dealer,Manual,1,998,67.04,5,21.63,kmpl,400000
2013,67082,Petrol,Dealer,Manual,2,1197,81.8,5,21.21,kmpl,371000
2016,112879,Diesel,Dealer,Manual,2,1498,98.96,5,23.0,kmpl,570000
2013,80000,Petrol,Individual,Manual,2,1198,86.8,5,19.4,kmpl,300000
2017,25000,Petrol,Individual,Manual,1,1197,81.83,5,18.6,kmpl,620000
2018,10200,Petrol,Individual,Manual,1,1497,117.6,5,17.4,kmpl,949000
2018,60000,Diesel,Individual,Manual,1,1493,70.0,7,16.5,kmpl,750000
2017,20000,Petrol,Individual,Manual,2,998,67.04,5,23.1,kmpl,350000
2017,60000,Diesel,Individual,Manual,1,2179,140.0,7,16.0,kmpl,1250000
2016,30000,Petrol,Individual,Manual,3,999,67.0,5,23.01,kmpl,270000
2013,40000,Petrol,Individual,Manual,2,814,55.2,5,21.1,kmpl,235000
2016,60000,Petrol,Individual,Manual,1,1197,81.8,5,20.4,kmpl,500000
2012,111000,Petrol,Individual,Manual,1,796,46.3,5,19.7,kmpl,220000
2014,70000,Diesel,Individual,Manual,2,1248,74.0,5,23.4,kmpl,380000
2010,100000,Petrol,Individual,Manual,3,998,67.1,5,20.92,kmpl,160000
2017,25000,Petrol,Individual,Manual,1,998,68.05,5,20.3,kmpl,339000
2011,100000,Petrol,Individual,Manual,1,1596,99.6,5,15.3,kmpl,229999
2016,35000,Diesel,Individual,Manual,1,1198,77.0,6,25.32,kmpl,400000
2018,25000,Diesel,Individual,Manual,1,1186,73.97,5,25.4,kmpl,470000
2003,58000,Petrol,Individual,Manual,1,796,37.0,4,16.1,kmpl,45000
2019,20000,Petrol,Individual,Manual,1,1194,94.93,5,19.4,kmpl,575000
2019,1300,Petrol,Individual,Manual,1,999,67.0,5,22.5,kmpl,325000
1997,120000,Petrol,Individual,Manual,2,796,37.0,4,16.1,kmpl,50000
2014,15000,Petrol,Individual,Manual,1,998,67.04,5,20.51,kmpl,350000
2016,25000,Petrol,Individual,Manual,1,799,53.3,5,25.17,kmpl,300000
2014,150000,Diesel,Individual,Manual,1,1461,108.5,5,19.01,kmpl,540000
2018,10000,Petrol,Individual,Manual,1,998,67.04,5,23.1,kmpl,580000
2015,70000,Diesel,Individual,Manual,1,1582,126.2,5,19.67,kmpl,1000000
2017,80000,Diesel,Individual,Manual,1,1248,74.0,5,22.95,kmpl,459999
2015,50000,Diesel,Individual,Manual,1,1248,74.0,5,25.2,kmpl,635000
2014,83000,Diesel,Individual,Manual,3,1582,126.32,5,22.32,kmpl,650000
2013,116000,Diesel,Individual,Manual,2,1248,74.0,5,23.4,kmpl,525000
2015,60000,Petrol,Individual,Manual,3,1172,67.1,5,15.8,kmpl,350000
2008,175802,Diesel,Individual,Manual,3,1248,73.9,5,19.3,kmpl,320000
2006,192000,Diesel,Individual,Manual,4,2494,102.0,8,12.8,kmpl,450000
2011,73840,Petrol,Individual,Manual,1,1598,103.6,5,15.04,kmpl,227000
2011,162000,Diesel,Individual,Manual,2,2523,63.0,8,13.6,kmpl,325000
2018,20000,Petrol,Individual,Automatic,1,999,67.0,5,23.0,kmpl,275000
2013,75000,Petrol,Individual,Manual,3,1197,82.0,5,18.9,kmpl,300000
2011,320000,Diesel,Individual,Manual,3,2179,120.0,8,12.05,kmpl,400000
2015,120000,Diesel,Individual,Manual,2,1498,103.2,5,20.34,kmpl,550000
2017,40000,Diesel,Individual,Automatic,1,1498,108.6,5,21.66,kmpl,900000
2010,20000,Petrol,Individual,Manual,1,796,46.3,5,19.7,kmpl,165000
2014,70000,Petrol,Individual,Manual,1,814,55.2,5,21.1,kmpl,210000
2016,30000,Diesel,Individual,Manual,1,1461,108.45,5,19.64,kmpl,650000
2014,120000,Diesel,Individual,Manual,1,2179,140.0,7,15.1,kmpl,680000
2019,25000,Petrol,Individual,Manual,1,999,67.0,5,23.01,kmpl,390000
2016,80000,Petrol,Individual,Manual,1,799,53.3,5,25.17,kmpl,260000
2013,67000,Petrol,Individual,Manual,1,1197,85.8,5,19.1,kmpl,450000
2008,120000,Petrol,Individual,Manual,2,1086,68.05,5,19.81,kmpl,130000
2019,9000,Diesel,Individual,Manual,1,1248,88.5,5,24.3,kmpl,890000
2014,60000,Diesel,Individual,Automatic,1,2982,170.3,7,11.0,kmpl,3500000
2014,80000,Diesel,Individual,Manual,2,1498,98.6,5,25.1,kmpl,750000
2011,120000,Diesel,Individual,Manual,2,2499,80.0,10,12.2,kmpl,350000
2019,24857,Petrol,Dealer,Automatic,0,1799,139.46,5,16.5,kmpl,2000000
2017,26442,Petrol,Individual,Manual,1,998,68.05,5,20.3,kmpl,270000
2017,35000,Petrol,Individual,Manual,1,1373,91.1,7,17.5,kmpl,700000
2010,28000,Petrol,Individual,Manual,2,796,46.3,5,19.7,kmpl,130000
2015,80000,Diesel,Individual,Manual,1,1248,88.8,7,20.77,kmpl,650000
2005,39000,Petrol,Individual,Manual,1,796,46.3,5,19.7,kmpl,55000
2017,20000,Petrol,Individual,Automatic,1,998,67.0,5,20.51,kmpl,475000
2013,50000,Diesel,Individual,Manual,1,1461,84.8,5,21.64,kmpl,325000
2017,40000,Petrol,Individual,Automatic,1,1199,88.7,5,19.0,kmpl,615000
2015,15000,Petrol,Individual,Manual,1,1197,82.0,5,18.9,kmpl,390000
2019,15000,Petrol,Individual,Automatic,1,1197,81.8,5,22.0,kmpl,650000
2015,30000,Petrol,Individual,Manual,1,1197,81.8,5,20.4,kmpl,440000
2014,70000,Diesel,Individual,Manual,1,1498,98.6,5,26.0,kmpl,600000
2012,80000,Petrol,Individual,Manual,1,995,62.1,5,16.2,kmpl,170000
2013,80000,Diesel,Individual,Manual,1,2523,63.0,9,15.96,kmpl,499000
2015,120000,Diesel,Individual,Manual,1,2494,100.6,7,12.99,kmpl,1300000
2016,80000,Diesel,Individual,Manual,1,1582,126.2,5,23.9,kmpl,800000
2020,5000,Petrol,Individual,Manual,1,1197,81.8,5,21.21,kmpl,600000
2017,50000,Petrol,Individual,Manual,1,1198,86.8,5,18.5,kmpl,400000
2017,65000,Diesel,Individual,Manual,1,1248,74.0,5,26.59,kmpl,700000
2017,35000,Diesel,Individual,Manual,1,1248,74.0,5,27.39,kmpl,800000
2015,90000,Diesel,Individual,Manual,1,1498,98.6,5,27.3,kmpl,600000
2016,100000,Diesel,Individual,Manual,1,1248,74.0,5,25.2,kmpl,580000
2016,15000,Petrol,Individual,Manual,1,799,53.3,5,25.17,kmpl,350000
2011,147000,Diesel,Individual,Manual,1,1399,68.0,5,20.0,kmpl,204999
2017,20000,Diesel,Individual,Manual,1,2179,140.0,7,16.0,kmpl,1350000
2009,120000,Diesel,Individual,Manual,2,1396,90.0,5,23.0,kmpl,310000
2011,250000,Diesel,Individual,Manual,2,2494,102.0,7,12.8,kmpl,700000
2016,69000,Diesel,Individual,Manual,2,1498,99.0,5,25.83,kmpl,459999
2017,80000,Diesel,Individual,Manual,1,1248,88.5,5,28.09,kmpl,860000
2012,97000,LPG,Individual,Manual,3,1086,68.1,5,19.0,km/kg,275000
2016,15000,Petrol,Individual,Manual,1,799,53.3,5,25.17,kmpl,390000
2005,50800,Petrol,Dealer,Manual,2,796,46.3,5,19.7,kmpl,110000
2018,30000,Diesel,Individual,Automatic,1,2993,261.4,4,17.09,kmpl,5830000
2018,40142,Diesel,Dealer,Manual,1,1120,71.0,5,24.4,kmpl,665000
2019,9400,Petrol,Dealer,Manual,1,1197,81.83,5,18.6,kmpl,721000
2016,62000,Diesel,Dealer,Manual,1,1198,77.0,5,25.32,kmpl,390000
2019,12584,Diesel,Dealer,Manual,1,2498,105.0,6,16.55,kmpl,975000
2019,4300,Petrol,Dealer,Manual,1,1197,81.86,5,18.6,kmpl,685000
2019,14548,Petrol,Dealer,Manual,1,1197,81.8,5,21.21,kmpl,595000
2018,44772,Diesel,Dealer,Manual,2,1498,98.96,5,23.0,kmpl,900000
2018,48500,Diesel,Dealer,Manual,1,1248,88.5,7,25.47,kmpl,950000
2017,28782,Petrol,Dealer,Manual,1,1197,81.83,5,18.6,kmpl,570000
2018,28451,Petrol,Dealer,Manual,1,1197,81.83,5,18.6,kmpl,700000
2018,36500,Diesel,Dealer,Manual,1,1248,88.5,5,24.3,kmpl,910000
2018,44885,Diesel,Dealer,Manual,1,1248,74.0,5,26.59,kmpl,751000
2009,110000,Diesel,Individual,Manual,2,1405,71.0,5,17.0,kmpl,135000
2017,41000,Diesel,Dealer,Manual,1,1582,126.2,5,20.5,kmpl,975000
2019,50000,Diesel,Dealer,Manual,1,1248,88.5,7,24.52,kmpl,925000
2016,66000,Diesel,Dealer,Manual,1,1248,88.8,7,20.77,kmpl,725000
2013,65000,Diesel,Dealer,Manual,1,1248,88.76,7,20.77,kmpl,550000
2014,76000,Diesel,Dealer,Manual,1,1396,88.73,5,22.54,kmpl,550000
2013,95000,Diesel,Dealer,Manual,1,2494,102.0,7,12.8,kmpl,750000
2013,55000,Petrol,Dealer,Manual,2,1497,118.0,5,17.0,kmpl,475000
2017,65000,Petrol,Dealer,Manual,1,1198,67.05,7,19.02,kmpl,325000
2017,76000,Diesel,Dealer,Manual,1,1248,88.5,7,25.47,kmpl,725000
2018,47000,Petrol,Dealer,Manual,2,1373,93.7,7,16.02,kmpl,775000
2017,70000,Diesel,Dealer,Manual,1,1248,74.0,5,23.4,kmpl,625000
2009,56000,Petrol,Dealer,Manual,2,1248,82.0,5,18.9,kmpl,195000
2014,89000,Diesel,Dealer,Manual,1,1248,74.0,5,22.9,kmpl,470000
2017,98000,Diesel,Dealer,Manual,1,2393,147.51,7,13.68,kmpl,1750000
2016,90000,Diesel,Dealer,Manual,1,2393,147.51,7,13.68,kmpl,1650000
2013,57000,Diesel,Individual,Manual,1,1248,74.0,5,22.9,kmpl,380000
2017,70000,Diesel,Individual,Manual,1,1248,74.0,5,26.59,kmpl,650000
2016,49200,Petrol,Individual,Manual,1,814,55.2,5,21.1,kmpl,275000
2009,125000,Petrol,Individual,Manual,2,1799,130.0,5,13.5,kmpl,220000
2008,60000,Petrol,Individual,Manual,2,1086,68.05,5,19.81,kmpl,200000
2015,120000,Petrol,Individual,Manual,2,1196,73.0,5,15.37,kmpl,315000
2004,110000,Petrol,Individual,Manual,3,796,46.3,5,19.7,kmpl,90000
2007,70000,Petrol,Individual,Manual,2,1061,67.0,5,18.9,kmpl,120000
2006,168000,Petrol,Individual,Manual,2,998,67.1,5,18.9,kmpl,90000
2018,30000,Diesel,Individual,Manual,1,2179,140.0,7,16.0,kmpl,1500000
2015,60000,Diesel,Individual,Manual,1,1120,70.0,5,24.0,kmpl,370000
2016,131111,Diesel,Individual,Manual,1,1248,74.0,5,25.2,kmpl,595000
2007,120000,Diesel,Individual,Manual,2,1461,65.0,5,19.2,kmpl,150000
2012,58400,Diesel,Individual,Manual,2,1248,73.9,5,19.3,kmpl,400000
2016,23400,Petrol,Individual,Manual,2,998,67.1,5,23.95,kmpl,310000
2018,50000,Petrol,Individual,Manual,1,998,67.04,5,23.1,kmpl,385000
2005,158107,Petrol,Individual,Manual,2,1248,82.0,5,18.9,kmpl,105000
2014,90000,Diesel,Individual,Manual,1,2179,140.0,7,15.1,kmpl,750000
2019,3010,Petrol,Individual,Automatic,1,1086,68.0,5,20.3,kmpl,521000
2010,80000,Diesel,Individual,Manual,1,1248,88.8,5,21.12,kmpl,180000
2011,155000,Diesel,Individual,Manual,2,1399,68.0,5,17.8,kmpl,220000
1998,70000,Petrol,Individual,Manual,2,796,37.0,4,16.1,kmpl,40000
2018,4000,Petrol,Individual,Manual,1,1197,81.86,5,18.9,kmpl,540000
2007,35000,Petrol,Individual,Manual,2,796,46.3,5,19.7,kmpl,140000
2003,121000,Petrol,Individual,Manual,1,993,60.0,5,17.3,kmpl,200000
2015,110000,Diesel,Individual,Manual,2,1498,98.59,5,22.77,kmpl,650000
2010,170000,Diesel,Individual,Manual,2,1399,68.0,5,17.8,kmpl,229999
2010,175000,Diesel,Individual,Manual,3,1248,75.0,5,17.8,kmpl,305000
